"word1","word2","n"
"celsius","stockholm",4
"celsius","toronto",4
"celsius","vancouver",4
"celsius","vienna",4
"central","russia",4
"change","law",4
"change","read",4
"change","report",4
"change","threatens",4
"childs","journey",4
"circular","economy",4
"city","kuwait",4
"city","population",4
"civil","society",4
"clients","ruffer",4
"climate","activists",4
"climate","amp",4
"climate","anxiety",4
"climate","climatejustice",4
"climate","disasters",4
"climate","environment",4
"climate","events",4
"climate","friendly",4
"climate","goals",4
"climate","impact",4
"climate","impacts",4
"climate","northsea",4
"climate","official",4
"climate","positive",4
"climate","report",4
"climate","talks",4
"climate","targets",4
"climateaction","bbcworld",4
"climateaction","cop26",4
"climateaction","globalwarming",4
"climateaction","recycling",4
"climatechange","5star",4
"climatechange","advocate",4
"climatechange","affects",4
"climatechange","agriculture",4
"climatechange","anonymous",4
"climatechange","buildbackbetter",4
"climatechange","carbonneutral",4
"climatechange","childcare",4
"climatechange","coal",4
"climatechange","concerns",4
"climatechange","continues",4
"climatechange","depends",4
"climatechange","economic",4
"climatechange","ecosystem",4
"climatechange","education",4
"climatechange","electionlaw",4
"climatechange","esg",4
"climatechange","food",4
"climatechange","germany",4
"climatechange","housing",4
"climatechange","ignorance",4
"climatechange","induced",4
"climatechange","join",4
"climatechange","massive",4
"climatechange","michaelemann",4
"climatechange","nasaearth",4
"climatechange","navdeepsuri",4
"climatechange","newyork",4
"climatechange","oceanprotectionleague",4
"climatechange","science",4
"climatechange","solution",4
"climatechange","solutions",4
"climatechange","trigger",4
"climatechange","veterinarynews",4
"climatechange","vote",4
"climatechange","women",4
"climatechange","youth",4
"climatecrisis","atlanticocean",4
"climatecrisis","climate",4
"climatecrisis","cop26",4
"climatecrisis","vegan",4
"climatecrisis","気候",4
"climateemergency","climatejustice",4
"climateemergency","cop26",4
"climatewwf","bfinance",4
"coal","fired",4
"coal","isn’t",4
"coastal","flooding",4
"code","get25offhg",4
"combat","danger",4
"combating","climatechange",4
"combatting","climatechange",4
"communities","amp",4
"companies","undermining",4
"comparison","2019",4
"concrete","actions",4
"conference","cop26",4
"conflict","climatechange",4
"congress","bvacongress",4
"considerations","increasingly",4
"cop26","features",4
"cop26","precop26ita",4
"cop26","presidency",4
"cop26","savetheplanet",4
"coupon","code",4
"crisis","artificialintelligence",4
"crisis","response",4
"critical","issues",4
"critically","endangered",4
"criticalracetheory","immigration",4
"crucial","role",4
"crueltyfree","sustainability",4
"daily","subsets",4
"dangerous","climate",4
"davewrose","gjcats",4
"dawntj90","davewrose",4
"day","2",4
"day","76",4
"days","ago",4
"deadly","democracy",4
"death","globalredalert",4
"debate","criticalracetheory",4
"decarbonization","influencing",4
"decisive","action",4
"dei","csr",4
"demand","grows",4
"democracy","unemployment",4
"democracy","writes",4
"development","goals",4
"die","killing",4
"disaster","management",4
"disasters","expose",4
"disease","farming",4
"dk25769559","alamerqld",4
"docsnow1","homer4k",4
"documentary","surviving",4
"dr","sarah",4
"earned","fought",4
"earth","oraculi",4
"earth2","greennewdeal",4
"eco","anxiety",4
"eco","globalwarming",4
"ecofriendly","savetheplanet",4
"ecology","nintendoswitch",4
"economic","lifeline",4
"ecosystem","savetheplanet",4
"edison_inv_res","cameronhumeuk",4
"ejwwest","roger_clague",4
"electionlaw","racism",4
"electricvehicle","renewables",4
"elxn44","climatechange",4
"emissions","amp",4
"endangered","species",4
"endless","california",4
"energy","consumption",4
"energy","sustainability",4
"energytransition","climatechange",4
"engineering","climatechange",4
"entrepreneur","climatechange",4
"environmental","impact",4
"environmental","impacts",4
"epa","report",4
"episode","1",4
"esg","considerations",4
"esgi","canvassed",4
"esginvesting","interview",4
"evidence","suggests",4
"expose","harsh",4
"extent","northern",4
"extinctionrebellion","electricvehicle",4
"extreme","events",4
"extreme","rainfall",4
"factsparrow","roark_architect",4
"fagandr1","dawntj90",4
"fairly","nuanced",4
"fchecker76","ozzmanosgood",4
"features","bluebayam",4
"floods","amp",4
"flyonthewall182","ceist8",4
"food","amp",4
"food","prices",4
"forecast","massive",4
"foreignpolicy","issues",4
"foreignpolicysurvey2021","youngindiaandtheworld",4
"formulation","amp",4
"fossilfuel","industry",4
"gamedev","indiegames",4
"gamersunite","climatechange",4
"gender","responsive",4
"generation","climatechange",4
"genzemergency","oceanprotectionleaguegallery",4
"giant","warm",4
"global","carbon",4
"global","challenges",4
"globalheating","climatecrisis",4
"globalredalert","globalwarming",4
"government","policy",4
"gravely","affected",4
"greece","source",4
"green","climatechange",4
"green","future",4
"green","hosting",4
"greennewdeal","ace",4
"greenwashing","facetheclimateemergency",4
"ground","human",4
"growth","amp",4
"hanzheng14","lagarde",4
"harsh","climate",4
"health","professionals",4
"healthyairhealthyplanet","join",4
"heat","coming",4
"heatdome","heatwave",4
"heatwave","stuck",4
"heavy","rain",4
"hemispheres","source",4
"highlights","uk",4
"homeofthebrave","agreed",4
"homer4k","veritatem2021",4
"human","stupidity",4
"humanity","afghanistanburning",4
"hurricane","larry",4
"hydrogen","climatechange",4
"hydrogen","ladder",4
"ice","extent",4
"improve","healthcare",4
"improve","infrastructure",4
"increases","restore",4
"increasingly","contributing",4
"india’s","urban",4
"indian","ocean",4
"indiedev","gamedev",4
"indiegames","gamersunite",4
"individual","actions",4
"inevitable","death",4
"influencing","consumers",4
"infrastructure","improve",4
"innovate","uk",4
"insurance","challenges",4
"insurance","companies",4
"interview","conducted",4
"intriguing","data",4
"investing","energy",4
"investment","entrepreneur",4
"ipcc","climatechange",4
"ipcc","climatereport",4
"ipcc","reports",4
"isn’t","phased",4
"it’s","climatechange",4
"jefftonna1","fagandr1",4
"joe","biden",4
"joebiden","barackobama",4
"joebiden","potus",4
"john's","nfld",4
"johndublin10","fchecker76",4
"johnkerry","hanzheng14",4
"joshsehn","jr4_truth",4
"karen_sack","founder",4
"kenneth72712993","variegated2",4
"key","takeaways",4
"kimjongun","climatecrisis",4
"kindness","pandemic",4
"kiribati","pacific",4
"kuwait","city",4
"kuwait","source",4
"kyrsten","sinema",4
"lagarde","onu",4
"lai","massacre",4
"lakh","support",4
"landofthefree","homeofthebrave",4
"largest","democracy",4
"largest","trading",4
"laws","people",4
"lightning","strikes",4
"live","podcast",4
"living","lizards",4
"lofaypeter","rijpew",4
"loss","amp",4
"lost","decade",4
"louiscy72344053","factsparrow",4
"love","sky",4
"lowcarbon","climatechange",4
"lower","carbon",4
"lyft","unborn",4
"madrid","spain",4
"main","threat",4
"major","hurricane",4
"manchin","kyrsten",4
"mandginsights","pri_news",4
"massacre","climatechange",4
"massive","heat",4
"melbourne","australia",4
"mentalmal1","tangomitteckel",4
"methane","charts",4
"mid","century",4
"mitigate","climate",4
"mockcop26","vikrant",4
"modern","humans",4
"money","amp",4
"monthly","average",4
"morning","narendramodi",4
"morning","till",4
"narendramodi","sir",4
"nasaearth","humanity",4
"natasha","abhayawickrama",4
"national","climatechange",4
"nations","climate",4
"nature","sea",4
"netzero","climateaction",4
"netzero","lowcarbon",4
"news","media",4
"nfld","canada",4
"nh","daily",4
"night","climatechange",4
"no2wind","dk25769559",4
"northeast","flood",4
"northern","hemisphere",4
"northsea","climatechange",4
"nuanced","view",4
"ocean","beach",4
"ocean","storm",4
"oceanprotectionleague","genzemergency",4
"oceanprotectionleague","savetheocean",4
"oceanprotectionleaguegallery","kindness",4
"october","2021",4
"oil","amp",4
"oil","gas",4
"onu","pespinosac",4
"orf","foreignpolicysurvey2021",4
"ottawa","canada",4
"ozzmanosgood","jefftonna1",4
"palmer","station",4
"pandemic","veganfood",4
"pandemics","climatechange",4
"paprikalady","bigrakadoc",4
"paul","martin's",4
"people","die",4
"people's","lives",4
"petition","ban",4
"phoenix","arizona",4
"planet","extinctionrebellion",4
"planet","fridaysforfuture",4
"planet","uprootthesystem",4
"planet","warms",4
"plantbased","veganism",4
"planting","100",4
"pm","register",4
"podcast","unemployment",4
"polar","bears",4
"policy","formulation",4
"polluting","fossil",4
"poorer","countries",4
"poverty","amp",4
"power","climatechange",4
"precop26ita","mockcop26",4
"premature","deaths",4
"press","conference",4
"pri_news","mmmoneymatter",4
"privatize","healthcare",4
"projects","climatechange",4
"protect","voting",4
"protect","women's",4
"protect","workers",4
"protecting","health",4
"protectmtpinos","stopthechop",4
"protectpinemountain","protectmtpinos",4
"public","inquiry",4
"public","mural",4
"pushes","newzealand",4
"rabits","bacon",4
"racial","minorities",4
"racism","america",4
"raise","rs",4
"read","sarah's",4
"readings","climatecrisis",4
"real","world",4
"recent","storms",4
"reconciliation","bill",4
"reduce","reuse",4
"renewableenergy","uprootthesystem",4
"renewables","amp",4
"renewables","electricvehicle",4
"renewables","uprootthesystem",4
"reported","oil",4
"research","climatechange",4
"residential","decarbonization",4
"resilience","climatechange",4
"rights","improve",4
"rights","protect",4
"rijpew","paprikalady",4
"rise","dramatically",4
"risky","business",4
"roark_architect","zombiepiano",4
"rs","5.37",4
"rubiginosa","docsnow1",4
"ruffer","climatechange",4
"russia","source",4
"sarah","wellard",4
"sarah's","blog",4
"satellite","images",4
"savetheocean","ocean",4
"savetheplanet","animalrescue",4
"savetheplanet","nature",4
"science","blacktwitter",4
"science","climatecrisis",4
"science","research",4
"scientific","evidence",4
"scientific","research",4
"screenshotsaturday","nintendo",4
"sea","travel",4
"secvilsack","forestservice",4
"senatedems","joe",4
"sept","11",4
"sept","4",4
"september","16",4
"september","7",4
"september","climatecrisis",4
"severe","storms",4
"seychelles","indian",4
"sh","daily",4
"shell","refinery",4
"shishir","gupta",4
"siberia","russia",4
"silver","bullet",4
"sinema","block",4
"sip","panels",4
"sky","water",4
"slowly","coming",4
"slowly","guiding",4
"source","fetterer",4
"south","lake",4
"south","pole",4
"southern","hemispheres",4
"spain","source",4
"species","assessed",4
"species","youtube",4
"spewing","chemicals",4
"spreaker","autisticwarrior",4
"station","antarctica",4
"stockholm","sweden",4
"stop","climate",4
"storm","comparison",4
"storm","ida",4
"storms","climatechange",4
"storms","fires",4
"storms","towns",4
"subsets","nh",4
"suggests","lightning",4
"summary","article",4
"summer","climatecrisis",4
"summer","slowly",4
"summit","2021",4
"sundarbans","records",4
"support","climate",4
"sustainability","climateemergency",4
"sustainability","ecofriendly",4
"sustainability","netzero",4
"sustainable","eco",4
"sustainable","future",4
"sustainable","investing",4
"sweden","source",4
"switch","ecology",4
"temperature","anomalies",4
"temperature","records",4
"tesla","model",4
"thailand","source",4
"threat","climatechange",4
"threatening","komodo",4
"thunberg","uproot",4
"tidal","renewables",4
"time","canada",4
"top","climate",4
"topic","role",4
"toronto","canada",4
"totally","missing",4
"town","south",4
"trading","partner",4
"transatlantic","flight",4
"travel","love",4
"treated","covid",4
"trout","streams",4
"u.n","climate",4
"uk","government",4
"uk","read",4
"uk","species",4
"unborn","babies",4
"unemployment","climatechange",4
"unep","byadavbjp",4
"unity","climatechange",4
"unstoppable","marching",4
"unyouthenvoy","unep",4
"upcoming","documentary",4
"updated","daily",4
"urban","youth",4
"urgent","dams",4
"urges","leaders",4
"vacuum","cleaner",4
"vancouver","canada",4
"variegated2","fillmorewhite",4
"vegan","covid",4
"veganfood","plantbased",4
"veganism","veganlifestyle",4
"veganlifestyle","crueltyfree",4
"veritatem2021","louiscy72344053",4
"vienna","austria",4
"virtual","100",4
"virtual","channel",4
"visit","northeast",4
"wales","climatechange",4
"warm","patch",4
"water","scarcity",4
"water","sources",4
"weather","conditions",4
"week's","esginvesting",4
"weekly","average",4
"wellard","innovate",4
"wildfires","climatechange",4
"win","250",4
"windnagel","2017",4
"women","amp",4
"workers","rights",4
"world","leader",4
"world","read",4
"world's","largest",4
"worldearth","gretathunberg",4
"worse","climatechange",4
"worsening","climatechange",4
"writes","vjsapps",4
"youth","climatechange",4
"zombiepiano","tomplesier",4
"zoonoticdisease","rabits",4
"事態","気候",4
"気候","危機",4
"気候","緊急",4
"緊急","事態",4
"1","12",3
"1","4",3
"1","degree",3
"1","explaining",3
"10","sep",3
"10","september",3
"10,000","links",3
"12","noon",3
"13","17",3
"16","september",3
"17","sept",3
"18","19",3
"2","6",3
"2","decades",3
"2","degrees",3
"20","miles",3
"230","medical",3
"24","september",3
"27","set",3
"28daysforclimate","climateaction",3
"3","billion",3
"3.5","trillion",3
"30","marseille",3
"30","percent",3
"350","reported",3
"4","2021",3
"40","million",3
"5","lessons",3
"5","minutes",3
"5,000","free",3
"50","ngos",3
"5star","inspiration",3
"6","sept",3
"6","september",3
"7","forecast",3
"7","updated",3
"774","stories",3
"9","11",3
"9","13",3
"9","21",3
"9","sept",3
"9th","ready",3
"accelerate","climate",3
"accelerated","warming",3
"accelerates","climatechange",3
"accelerating","climatechange",3
"achieve","netzero",3
"action","togetherforourplanet",3
"actonclimate","climateaction",3
"adaptation","amp",3
"adaptation","policies",3
"adaptation","project",3
"address","catastrophic",3
"addressing","climate",3
"advocate","tmerfarfalen",3
